addr,web_add,pay,company_info,company,jobname
合肥,https://jobs.51job.com/all/co4309717.html,1-1.5万/月,,泸州倍赛达科技有限公司,Android高级开发工程师(合肥)
北京,https://jobs.51job.com/all/co3014850.html,2.5-5万/月,,北京传智播客教育科技有限公司,平台高级架构师
北京-海淀区,https://jobs.51job.com/all/co4309717.html,0.6-1.2万/月,,泸州倍赛达科技有限公司,大数据分析与应用岗
北京-东城区,https://jobs.51job.com/all/co3014850.html,1.5-2万/月,"岗位职责：,1、系统管理与自动化运维；,2、容器实施；,3、大数据环境运维；,岗位技能：,1、计算机应用、计算机网络、通信、信息安全等相关专业本科学历，5年以上系统运维工作经验；,2、精通VMware、CentOS、Windows 等；精通容器技术；,3、精通Hadoop、Elastic  Search等。,4、熟悉操作系统内核优化，LVS、nginx、tomcat实施及优化；精通性能优化和故障判断。,5、熟悉zabbix监控；,6、shell脚本、Python两者至少精通一种，有CMDB经验者优先。,7、熟悉CI/CD。",北京传智播客教育科技有限公司,系统工程师
北京-海淀区,https://jobs.51job.com/all/co4309717.html,6-8千/月,,泸州倍赛达科技有限公司,服务器操作系统产品研发工程师
北京,https://jobs.51job.com/all/co3014850.html,3-6万/月,,北京传智播客教育科技有限公司,语音合成算法专家
北京,https://jobs.51job.com/all/co4309717.html,7-9千/月,"岗位职责：,1)负责Hadoop平台的容量规划、部署、及扩容；,2)负责Hadoop平台各组件服务的监控、故障处理及性能调优；,3)负责Hadoop平台的用户管理、权限分配、资源分配；,4)负责hadoop集群环境的运维和优化工作, 集群性能和资源利用率优化、集群常见问题能迅速定位，并不断优化，提升集群性能，为开发人员提供支持,5)负责整体提升hadoop集群的高可用性、高性能、高扩展特性,6)负责撰写相关技术文档；,任职要求：,1)熟练掌握Linux操作系统，熟悉linux文件系统，内核，网络等性能优化；,2)熟悉HDFS、YARN、Hive、HBase、Spark、Storm等hadoop生态技术的体系结构和运行原理；,3)熟悉一门以上脚本语言（shell、Python、perl）；,4)熟练掌握CDH hadoop的安装部署、性能监控,5)1年以上Hadoop生态系统运维经验",泸州倍赛达科技有限公司,大数据hadoop集群维护工程师
北京-东城区,https://jobs.51job.com/all/co3014850.html,1-1.3万/月,"岗位职责：,1、负责房地产数据建模、数据处理及数据分析和挖掘等工作。,2、定期输出分析报告，包括市场分析等。,3、落实管理层提出的临时分析需求，及时向其他部门提供需要的相关数据。,4、编写工作工程中形成的各种记录文档。,应聘要求,1.3年以上数据分析/挖掘经验，熟悉回归、决策树等模型，有房地产数据分析经验优先。,2.熟练使用SAS/VBA/Python/R等数据分析工具中的至少一种。,3.精通SQL语句，熟悉存储过程，了解SQL的字符串，日期，聚合等各种函数,使用过SQLServer优先。,4.能够接受一周到两周的短期出差，出差地点大部分在一二线城市。,",北京传智播客教育科技有限公司,数据分析师
北京,https://jobs.51job.com/all/co3893593.html,0.6-1.2万/月,"岗位职责：,1. 负责集群日常的监控巡检、报警处理、故障修复、系统升级、软件和数据库定期升级和维护、性能及参数调试与优化等技术服务工作，确保集群正常使用,2. 负责对集群使用人员提出的软件安装、使用上出现问题做出及时响应,3. 负责对进行集群的用户管理、权限分配、资源分配等工作,4. 负责实时监控违规使用集群的行为和责任人并进行相关记录及上报,5. 负责收集集群运行指标，编写维护日志及相关技术文档,6. 负责集群计算机存储能力建设规划、架构调整,岗位要求：,1. 计算机相关专业，精通Linux系统的操作、管理及优化，能够独立排查及解决操作系统层的各类问题,2. 熟悉至少一种Hadoop, Storm, Hive, Kafka, Flume, Hbase, Slider, Spark, Zookeeper, Impala, Elasticsearch等大数据相关技术,3. 掌握至少一种（Python、Java、Perl、C、C++、R）编程语言,4. 有良好的系统性能优化及故障排除能力,5. 对Hadoop原理有深刻认识，具备相关大规模集群运维经验者优先,6. 熟悉Puppet、Saltstack、Ansible等配置管理工具者优先,*请提供具体案例展示实际经验能力。",北京搜狗科技发展有限公司,HPC及网络管理工程师
北京,https://jobs.51job.com/all/co3014850.html,3-6万/月,,北京传智播客教育科技有限公司,自然语言处理算法专家（NLP）
北京-海淀区,https://jobs.51job.com/all/co4309717.html,1.2-2.5万/月,"岗位职责：,-> 负责大数据平台的设计、开发工作（ETL、数据处理、统计分析等相关开发）；,-> 负责大数据平台相关组件的搭建、维护、调优、重构等工作；,-> 根据需求和相关场景，开发数据产品的应用；,职位要求：,-> 三年以上大数据相关工作经验，计算机相关专业本科以上学历；,-> 熟悉Hadoop架构，熟悉Hive、Hbase，懂得如何搭建平台；,-> 熟悉Ozzie、Kafka、Sqoop、Canal、Flume等工具，能够用相关工具完成ETL工作流；,-> 熟悉MapReduce，Spark编程框架；,-> 熟练掌握Java、Scala、Python任意一门语言，熟悉Shell、SQL语言；,-> 熟悉Cloudera manager、Hue等集群工具；",泸州倍赛达科技有限公司,大数据工程师
北京-大兴区,https://jobs.51job.com/all/co4309717.html,1-1.5万/月,,泸州倍赛达科技有限公司,后端开发(职位编号：10)
北京-海淀区,https://jobs.51job.com/all/co4309717.html,0.6-1.2万/月,,泸州倍赛达科技有限公司,Linux操作系统研发工程师
北京-海淀区,https://jobs.51job.com/all/co4309717.html,0.5-1万/月,,泸州倍赛达科技有限公司,定量分析师
北京-海淀区,https://jobs.51job.com/all/co4309717.html,1.5-2万/月,,泸州倍赛达科技有限公司,高级测试工程师
北京,https://jobs.51job.com/all/co4309717.html,1-1.5万/月,"岗位职责,1.落实工程实施流程：明确项目系统集成相关流程并落实实施，按照管理文档要求展开集成工作；,2.项目集成方案设计：系统架构设计、项目图纸、应用平台操作系统，应用服务侧的规划设计；,3.项目前期支持：参与新项目招标过程中工程相关的系统集成前期支持；,4.平台运维：平台巡检、故障处理、扩容、容灾、迁移、系统安全加固等；,5.办公集成支持：根据公司需求搭建业务测试环境；,6.工作分配：协调集成人员及工作内容分配，把控项目进度；,7.内部协调：熟悉掌握公司产品，积极配合项目部、研发部、产品部、运营部、检标部等部门展开工作；,8.工作成果输出：集成相关文档的整理与输出，建立流程化解决方案；,9.技术更新、培训：及时跟踪、学习业内（软硬件）新产品、新技术，团队内部交流/培训、成果分享、运维管理工具的研发与使用，规模化、自动化部署；,10.完成领导交办的其他事项。,任职要求,1.计算机相关专业本科及以上学历，3年以上相关工作经验，深入理解Linux操作系统、体系结构；,2.熟练掌握Shell、perl、python等脚本语言的一种；；,3.熟悉nagios/cacti/zabbix监控管理工具，有相关开发经验,4.具备大规模、高可用集群的运维规划设计与实现经验；,5.熟悉虚拟化技术(kvm,xen,lxc,esx)、云计算(hadoop,CloudStack,OpenStack)；,6.熟悉IBM、HP、DELL、Cisco、华为、H3C等硬件产品，具备独立承担Unix小型机安装调试、双机热备、性能优化、运行维护等系统集成能力；熟悉主流版本的Linux的安装、使用、配置；熟练掌握网络、安全规划设计和实施能力；,7.了解Oracle/MySQL/DB2的安装及配置过程，熟悉调优和数据库的备份和复制技术；,8.网络设备调试技术，服务器调试技术，基础应用平台调试技术或其中之一；,9.具有较好的技术文档编制能力；,10.较强的表达能力及与客户沟通能力，良好的分析问题和实际动手能力，良好的学习和创新能力。,11、具有电信运营商系统集成项目、移动支付系统集成项目、公交一卡通系统集成项目经验者优先。",泸州倍赛达科技有限公司,系统集成工程师
北京-海淀区,https://jobs.51job.com/all/co3014850.html,2-2.5万/月,"1、IT相关专业的背景，5年以上工作经验，具有快速学习，掌握新知识的能力   ,2、精通Java编程，良好的编码习惯，对基础数据结构和算法有深入了解  ,3、有大数据相关经验和基础，熟悉Hadoop生态圈相关技术，熟悉SPARK编程，有Python相关经验优先。",北京传智播客教育科技有限公司,Java工程师（产品研发部）
北京-海淀区,https://jobs.51job.com/all/co4309717.html,1.8-3.6万/月,,泸州倍赛达科技有限公司,算法工程师（生物信号）
北京-海淀区,https://jobs.51job.com/all/co4309717.html,1-1.5万/月,"岗位职责： ,1、负责应用系统和云平台的配置管理、环境搭建、系统发布等工作；,2、负责应用系统和云平台的管理与维护、日常监控、故障排除、网络优化，保障系统安全稳定不间断运行；,3. 公司相关网络环境的管理和优化，保障网络环境安全稳定和畅通,4、撰写文档，编写系统运维手册、部署文档、性能参数说明。, ,任职要求：,1、本科以上学历，计算机及其相关专业，两年以上相关工作经验；,2、有维护大中型IT系统（服务器规模100到2000台）的经验优先；,3、 熟悉Linux系统管理维护，可编写基本Shell，python脚本；,4、能安装配置常用软件，如Nginx、tomcat、nfs、rsync等；优化和使用过LVS、DNS、MongoDB、MySQL、Redis、Memache、RabbitMQ等；,5、熟练掌握各种日志工具，具备快速故障定位和排除的能；。,6、 熟悉Linux系统，了解网络基本技术，熟悉TCP/IP协议路由，VPN，NAT，防火墙等基本原理；,7、 了解RIP/OSPF/BGP、MPLS L2/L3 VPN、组播技术以及交换、安全、无线等相关技术；,8、良好的团队合作精神，积极主动的工作态度，能独立解决线上问题；",泸州倍赛达科技有限公司,运维工程师
北京,https://jobs.51job.com/all/co4309717.html,0.8-1万/月,,泸州倍赛达科技有限公司,技术分析工程师(云运营)-北京(J11023)
北京,https://jobs.51job.com/all/co4309717.html,0.5-1.4万/月,,泸州倍赛达科技有限公司,C/C++开发工程师
北京,https://jobs.51job.com/all/co4309717.html,8-12万/年,,泸州倍赛达科技有限公司,Hadoop大数据集群维护
北京-海淀区,https://jobs.51job.com/all/co4309717.html,1-1.5万/月,"岗位职责： ,1、负责应用系统和云平台的配置管理、环境搭建、系统发布等工作；,2、负责应用系统和云平台的管理与维护、日常监控、故障排除、网络优化，保障系统安全稳定不间断运行；,3. 公司相关网络环境的管理和优化，保障网络环境安全稳定和畅通,4、撰写文档，编写系统运维手册、部署文档、性能参数说明。, ,任职要求：,1、本科以上学历，计算机及其相关专业，两年以上相关工作经验；,2、有维护大中型IT系统（服务器规模100到2000台）的经验优先；,3、 熟悉Linux系统管理维护，可编写基本Shell，python脚本；,4、能安装配置常用软件，如Nginx、tomcat、nfs、rsync等；优化和使用过LVS、DNS、MongoDB、MySQL、Redis、Memache、RabbitMQ等；,5、熟练掌握各种日志工具，具备快速故障定位和排除的能；。,6、 熟悉Linux系统，了解网络基本技术，熟悉TCP/IP协议路由，VPN，NAT，防火墙等基本原理；,7、 了解RIP/OSPF/BGP、MPLS L2/L3 VPN、组播技术以及交换、安全、无线等相关技术；,8、良好的团队合作精神，积极主动的工作态度，能独立解决线上问题。",泸州倍赛达科技有限公司,驻场运维工程师
北京,https://jobs.51job.com/all/co4309717.html,8-12万/年,,泸州倍赛达科技有限公司,Hadoop大数据维护工程师
北京,https://jobs.51job.com/all/co4309717.html,0.8-1万/月,,泸州倍赛达科技有限公司,技术支持工程师(云服务)J11024
北京-海淀区,https://jobs.51job.com/all/co4309717.html,1.5-2.5万/月,"岗位职责简述：（工作地点  ：北京    ）,1.参与协作型机械臂核心系统软件的开发；,2.机器视觉、人工智能在协作机器人上的应用；,3.负责参与需求的调研与制定，撰写详细设计计划及工作任务概况；,4.负责参与项目的数据模型建立及系统架构设计；,5.按照项目开发方面相关规范要求，编写程序；,6.负责组织、设计单元测试用例，确认开发成果与设计的一致性；,7.与其他项目及平台进行接口定义与实现；,8.负责项目的系统性能优化，质量保证，技术架构优化，技术组件库建设。,基本素质要求：,学历：本科及以上 年龄： 24 岁— 35 岁    性别： 不限  ,专业： 自动化及计算机相关专业    相关工作经验： 2  年以上,专业素质要求：,1. 精通Window/Linux下的C++编程，至少熟悉一种操作系统API；,2. 熟悉多线程编程,熟悉STL容器，了解Socket编程；,3. 良好的数据结构和算法基础、具有一定数据库知识；,4. 掌握LUA/Python者优先；,5. 具有QT开发经验者优先；,6. 有一定的文字组织能力，能顺利阅读和编写开发文档。,其它招聘要求:,1. 良好的学习能力和沟通能力；,2. 有责任心，能够承担必要的工作压力；,3. 基本功扎实、动手能力强，愿意动手解决问题。",泸州倍赛达科技有限公司,C++软件工程师(工作地点中关村)
北京,https://jobs.51job.com/all/co4309717.html,8-12万/年,,泸州倍赛达科技有限公司,Hadoop大数据集群开发维护
北京,https://jobs.51job.com/all/co4309717.html,5-8万/年,,泸州倍赛达科技有限公司,数据库管理员（Oracle）
北京-西城区,https://jobs.51job.com/all/co4309717.html,0.8-1.2万/月,,泸州倍赛达科技有限公司,数据处理工程师
北京-大兴区,https://jobs.51job.com/all/co4309717.html,2.5-3万/月,,泸州倍赛达科技有限公司,高级机器人软件开发工程师
北京-朝阳区,https://jobs.51job.com/all/co4309717.html,1.2-1.8万/月,"岗位职责：,1.负责公司hadoop/spark集群的部署、调优和维护；,2.负责数据仓库架构设计、建模，构建可扩展的数据仓库以及数据分析解决方案；,3.为公司提供稳定、高效、便捷的大数据批量处理平台、实时处理平台服务，支持数据发现、数据传输、数据计算、数据存储等。, ,任职要求：, 1、熟悉Hadoop/Spark/Hbase或其他分布式计算平台中的任意一个，并具备运维经验，有二次开发经验、或具备数据仓库建设经验者优先；,2、熟悉Linux，并具备良好的Java/Scala/Python编程能力，良好的Web系统建设开发能力；,3、有大规模分布式系统开发、维护经验，有故障处理能力；,4、良好的数据结构和算法设计能力、良好的逻辑分析能力、沟通能力5、强烈的责任心、自我驱动力和开放的性格，善于思考。",泸州倍赛达科技有限公司,大数据高级开发工程师
北京-昌平区,https://jobs.51job.com/all/co4309717.html,0.6-1万/月,"一、岗位职责：,1、利用各类生物信息分析工具、统计分析工具，完成生物信息分析项目；,2、根据客户的具体要求，制定分析方案，进行数据的整理和分析，出具分析报告并负责对所处理数据的结果进行问题解答；,3、标准产品的运行及质控分析；,4、完成对产品优化的分析评估工作；,5、领导安排的其他技术及市场支持任务。,二、任职要求：,1、本科及以上学历，生物信息学、计算机科学、统计学、数学、医学、农学等相关专业；,2、熟练使用Linux操作系统，熟练使用C语言、Perl、Python、R语言中的一种或几种；,3、了解熟悉二代测序（Hiseq）数据基本特征或者从事过二代测序生信分析服务；,4、具有DNA产品线、重测序方向工作经验更佳。,5、具有良好的英语阅读能力，以及较强的语言表达和文档撰写能力，具备独立完成项目的能力,6、责任心强，有较强的学习能力，良好的沟通与表达能力，能承受工作压力，具有团队合作精神。,三、福利待遇：,       8小时弹性工作制、周末双休、带薪年假、国家法定假日、专业培训、五险一金、餐饮补贴、交通补贴、员工旅游、定期体检、节日礼金、节日福利、生日福利等。,四、联络方式：,邮箱：hr@bionova.com.cn ,电话：010-59519977-803/15301383643,官网：www.bionova.com.cn",泸州倍赛达科技有限公司,高级生物信息分析工程师
北京-海淀区,https://jobs.51job.com/all/co4309717.html,0.6-1.2万/月,,泸州倍赛达科技有限公司,测试开发工程师J11712(职位编号：测试开发工程师J11712)
北京-海淀区,https://jobs.51job.com/all/co4309717.html,1-1.5万/月,,泸州倍赛达科技有限公司,测试开发工程师J10609
北京-海淀区,https://jobs.51job.com/all/co4309717.html,1-1.5万/月,,泸州倍赛达科技有限公司,图像处理算法工程师J11565
北京-海淀区,https://jobs.51job.com/all/co4309717.html,1-1.5万/月,,泸州倍赛达科技有限公司,图像处理算法工程师J11565
南宁,https://jobs.51job.com/all/co4309717.html,2-3千/月,,泸州倍赛达科技有限公司,多媒体处理工程师J11317
南宁,https://jobs.51job.com/all/co4309717.html,2-3千/月,,泸州倍赛达科技有限公司,多媒体处理工程师J11317
空,https://jobs.51job.com/all/co3960270.html,空,空,北京瑞尼尔技术有限公司,空
北京-昌平区,https://jobs.51job.com/all/co3960270.html,2.5-3万/月,"1、参与技术方向研究和总体规划设计；,2、根据项目需求制定整体部署架构设计；,3、设计、审核各种技术方案和文档；,4、指导、培训、监督、考核技术队伍，提高技术团队工作效率；,5、推动重大持续改进项目，组织、沟通协调整个项目相关的人和事。,1、8年以上信息系统架构设计与管理工作经验；,2、3年以上互联网和传统信息系统集成架构和部署架构设计经验；,3、熟悉主流商用和开源集成平台，如Oracle ESB、IBM MQ、Microsoft Biztalk、RabbitMQ，深入理解SOA理念和集成接口技术；,4、深入理解主流J2EE技术和一种中间件平台，如Weblogic、Webshpere、Jboss、Tomcat；,5、深入理解一种主流数据库技术，包括高可用架构、性能优化、容灾、备份恢复等方面，如Oracle、DB2、SQLServer、MySQL、PostgreSQL以及MangoDB等；,6、熟悉一种主流操作系统，如Linux、Unix、Windows；,7、熟悉持续开发与集成、DevOps体系；,8、对虚拟化、SDN、SDS以及OpenStack、Kubenates、Docker等云计算相关技术有一定了解；,9、熟悉一种以上脚本语言（PowerShell，Python、Go等）,熟练使用脚本语言进行自动化部署及配置；,10、具有良好的沟通能力、书面写作能力、团队合作、团队管理精神和创新精神。",北京瑞尼尔技术有限公司,应用架构师(职位编号：Richfit000633)
北京-西城区,https://jobs.51job.com/all/co4309717.html,1.2-2.5万/月,",  ,1、深入了解国内外能源交易所情况，对于能源现货交易、衍生品交易方向具有深刻认识和了解。,  ,2、根据公司目标，参与量化产品的设计和开发。,  ,3、提供机器学习、数据挖掘相应的技术支持制定本公司的交易品种和交易策略，并组织实施。,  ,4、从事设计市场风险监控量化指标，研究分析市场各类风险，开发维护风控系统。,  ,  ,1、硕士学历，经济金融、金融工程、法律、计算机、统计、数学等相关专业。,  ,2、具有3年以上电力市场、电力金融、衍生品相关工作经验。,  ,3、除法律专业外，其余专业要求熟练使用C/C++、R、Matlab、SAS、Python等一种以上开发语言；熟练掌握Oracle或MySQL等数据库技术。,  ,4、部分专业有衍生品定价模型、大数据开发、数据挖掘、机器学习、人工智能等项目经验者优先。,  ,5、了解衍生品定价模型或具备风险建模经验，或持有CFA、FRM等资格证书者优先。,  ,6、法律专业要求电力市场相关业务法规，掌握金融证券基础知识，熟悉大宗商品、衍生品市场",泸州倍赛达科技有限公司,电力市场经理
北京-昌平区,https://jobs.51job.com/all/co3960270.html,2-3万/月,,北京瑞尼尔技术有限公司,微软平台技术专家
北京-昌平区,https://jobs.51job.com/all/co3960270.html,1-2万/月,,北京瑞尼尔技术有限公司,中间件，数据库工程师
北京-海淀区,https://jobs.51job.com/all/co4309717.html,3-4万/月,,泸州倍赛达科技有限公司,SaaS/云服务架构师(J11108)
北京,https://jobs.51job.com/all/co3960270.html,6-8千/月,,北京瑞尼尔技术有限公司,2018应届生-数据分析工程师
北京,https://jobs.51job.com/all/co3960270.html,15-20万/年,"岗位职责：,1. 业务系统的应用运维工作，包括安装、配置、升级、监控、异常处理等；,2. 负责业务系统的日常巡检，负责应用运维自动化的研究和探索；,3. 负责应用运维规范制定和实施。,任职资格：,1. 具有3年以上业务运维经验，精通业务运维的规范及流程的制定及实施；,2. 深入理解linux系统，熟悉tomcat、apache、nginx等主流server的原理和配置经验，熟悉svn、git基本操作，分支管理策略等；,3. 有开发经验优先，精通一门以上脚本语言(shell/perl/python等)；,4. 具备很强的责任心和故障排查能力，有很好的技术敏感度和风险识别能力；,5. 有基于PaaS平台运维者优先，如kubernetes+docker, Mesos等；,6. 精通Mysql数据库的日常运维者优先考虑。",北京瑞尼尔技术有限公司,应用运维工程师
北京,https://jobs.51job.com/all/co3960270.html,15-20万/年,"岗位职责：,1. 业务系统的应用运维工作，包括安装、配置、升级、监控、异常处理等；,2. 负责业务系统的日常巡检，负责应用运维自动化的研究和探索；,3. 负责应用运维规范制定和实施。,任职资格：,1. 具有3年以上业务运维经验，精通业务运维的规范及流程的制定及实施；,2. 深入理解linux系统，熟悉tomcat、apache、nginx等主流server的原理和配置经验，熟悉svn、git基本操作，分支管理策略等；,3. 有开发经验优先，精通一门以上脚本语言(shell/perl/python等)；,4. 具备很强的责任心和故障排查能力，有很好的技术敏感度和风险识别能力；,5. 有基于PaaS平台运维者优先，如kubernetes+docker, Mesos等；,6. 精通Mysql数据库的日常运维者优先考虑。",北京瑞尼尔技术有限公司,应用运维工程师
北京-昌平区,https://jobs.51job.com/all/co3960270.html,1.5-2.5万/月,,北京瑞尼尔技术有限公司,高级软件开发工程师（java）
北京-昌平区,https://jobs.51job.com/all/co3960270.html,1.5-2.5万/月,,北京瑞尼尔技术有限公司,高级软件开发工程师（java）
北京,https://jobs.51job.com/all/co3960270.html,1.8-2.8万/月,"岗位职责：,1. 负责Devops流程的制定与实施；,2. 分析和分解研发DevOps和互联网开发平台的架构细节，负责架构核心方案和部署工具的架构设计；,3. 带领团队一起完成devops流程和工具的开发。,任职资格：,1. 具有3年以上企业项目从业经验或在主流开源软件社区长期贡献，国内外知名互联网公司的部署/发布/监控/运维/运营/大数据分析领域的架构设计人员；,2. 熟悉 DevOps 工具链和生态系统，有与PaaS平台结合经验者优先；,3. 掌握Jenkins、docker、maven、git、puppet 、ansible中的3种以上的开源工具，学习能力强，具有快速掌握新工具的能力；,4. 熟练使用Shell，熟悉Python、Ruby、PHP等脚本语言中的一种；,5. 熟悉自动化测试和性能测试工具及实际经验者优先。",北京瑞尼尔技术有限公司,DevOps解决方案架构师
北京,https://jobs.51job.com/all/co3960270.html,1.5-2.5万/月,,北京瑞尼尔技术有限公司,大数据应用开发工程师（昌平）
北京,https://jobs.51job.com/all/co3960270.html,20-30万/年,"岗位职责:,1. 从事web、APP安全攻防,系统渗透攻防研究；,2. 负责日常安全检查扫描，及安全分析和安全审计；,3. 各重要信息系统应急预案的编制和持续修订，信息安全事件事故监督、响应和处理；,4. 负责运维环境的安全策略实施、安全状态监控、安全日志管理、安全配置管理等工作；,5. 负责对业务系统实施安全测试、风险评估和安全加固，以及各种入侵、渗透的防范；,6. 安全设备维护，负责WAF，IDS，IPS，扫描器等安全设备的日常维护和安全报告的输出；,7. 安全流程建设，负责漏洞挖掘及安全扫描自动化平台建设。,任职资格:,1. 熟悉移动平台开发，有ANDROID或IOS开发经验，了解移动应用技术或移动安全技术；,2. 熟悉网络设备，了解各类网络协议，有网络组网经验或者了解无线安全，熟悉网络安全技术；,3. 具备一定Java、Python的编程开发能力，有安全工具开发经验和漏洞验证poc编写能力；,4. 熟悉主流黑客攻击技术、了解黑客攻击链、熟悉漏洞扫描工具、漏洞利用工具、病毒木马等；,5. 掌握一门以上的脚本语言，熟悉linux shell，能自行开发小工具；,6. 熟悉信息安全的法律、法规和监管要求；,7. 有较强的学习能力和钻研精神，对网络安全有浓厚兴趣的；,8. 具有优秀的沟通协调能力和团队精神，能承受一定的工作压力；,9. 熟练掌握移动端APP(Android 或 iOS)的安全测试技术、熟悉常见的移动安全漏洞的原理，攻击方式并能结合业务提出修复方案者优先；,10. 熟悉国家信息安全等级保护体系，有相关项目经验者优先。",北京瑞尼尔技术有限公司,软件安全工程师（移动平台）(职位编号：Richfit000668)
北京,https://jobs.51job.com/all/co3960270.html,6-8千/月,,北京瑞尼尔技术有限公司,2018应届生-信息安全工程师
北京-昌平区,https://jobs.51job.com/all/co3960270.html,1-2万/月,,北京瑞尼尔技术有限公司,微软平台工程师
北京-昌平区,https://jobs.51job.com/all/co3960270.html,1.5-3万/月,,北京瑞尼尔技术有限公司,微软平台系统专家(windows/sqlserver/SharePoint）
北京-昌平区,https://jobs.51job.com/all/co3960270.html,2-3万/月,"1. 总体把握云计算的技术方向、整体架构、解决方案和未来规划；,2. 负责云平台整体架构设计和高可靠性和高可扩展性设计；,3. 负责云平台整体解决方案设计；,4. 负责云平台以及相关服务(IaaS、PaaS、SaaS)的技术调研及技术决策；,5. 负责云平台关键模块的技术攻关以及新技术探索；,6. 负责云计算技术团队培训及建设。,1. 计算机相关专业的本科或硕士学历，5年以上开发/设计/架构经验；,2. 精通VMware vSphere，精通OpenStack；,3. 精通云计算技术特性以及二次开发，精通Python、Java等开发语言；,4. 熟悉主流虚拟化技术（KVM,XEN,VMware等）；,5. 熟悉开源的存储系统（Ceph、swift等）；,6. 熟悉网络虚拟化，对于OpenvSwitch和OpenFlow等有较深入的了解，熟悉SDN；,7. 熟悉Docker、Kubernetes等容器技术；,8. 关注云计算技术的发展，具备优秀的学习能力，良好的问题分析与解决能力；,9. 具备优秀的文档能力，使用文字、图示清楚地表达架构意图，能够熟练编写各类技术文档；,10. 具有娴熟的沟通技巧，执行力强，具有优秀的团队合作精神、敬业精神。",北京瑞尼尔技术有限公司,高级云计算架构师(Vmware/OpenStack)(职位编号：Richfit000610)
北京-昌平区,https://jobs.51job.com/all/co3960270.html,1-1.5万/月,,北京瑞尼尔技术有限公司,工控安全渗透测试
北京-昌平区,https://jobs.51job.com/all/co3960270.html,1-1.5万/月,,北京瑞尼尔技术有限公司,工控安全渗透测试
北京-石景山区,https://jobs.51job.com/all/co3960270.html,1-1.5万/月,,北京瑞尼尔技术有限公司,容器运维工程师
北京,https://jobs.51job.com/all/co3960270.html,2-4万/月,"岗位职责：,1、负责公司服务器的稳定性，确保核心业务和服务7*24服务指标的达成；,2、负责参与并审核产品架构设计的合理性和可运维性；,3、对公司核心业务有深刻理解，对互联网服务运营模式有独到的见解和实际操作经验；,4、对主流技术，中间件，数据库精通，深刻理解；,5、熟悉Linux系统管理和常用应用(Apache，Nginx, Memcache，MySql，Tomcat，Redis，kafka等)；,6、掌握其网络配置、日常管理、安全、备份、恢复、故障处理、日志分析等技能；,7、负责用自动化的技术或者平台确保产品可以高效的发布上线，熟悉自动化部署平台搭建和服务；,8、独立进行UAT环境、生产环境维护，包括发布部署，系统维护，报警处理和相关工作；,9、主导运维项目的系统后续升级、扩容需求与资源落实；,岗位要求：,1、本科及以上学历，6年以上运维工作经验；,2、精通数据库MySQL、Redis、MongoDB;,3、对docker 、kafka有学习研究和实际使用经验。,4、熟悉Python/Java等至少1种编程语言；,5、熟悉开源的监控平台工具，比如Nagios、zabbix等；,6、熟练掌握Shell脚本；熟练掌握Awk、Sed等工具；",北京瑞尼尔技术有限公司,运维开发工程师
北京-海淀区,https://jobs.51job.com/all/co3960270.html,0.6-1万/月,,北京瑞尼尔技术有限公司,软件测试工程师（北京）
北京-海淀区,https://jobs.51job.com/all/co3960270.html,0.6-1万/月,,北京瑞尼尔技术有限公司,软件测试工程师（北京）
北京-朝阳区,https://jobs.51job.com/all/co3960270.html,1.5-3万/月,"1.和产品经理、UI工程师沟通产品需求；,2.制定前端技术标准及规范；,3.设计、实现前端技术架构；,4.详细设计、代码编写和单元测试； ,5.评审其它团队成员的代码；,6.调研、评估各种开源框架并应用到现有产品。,任职要求： ,1.计算机相关专业，本科及以上学历，2年以上web前端开发经验； ,2.有基本的软件工程、操作系统知识；,3.由基本的算法和数据结构知识,了解设计模式；,4.掌握前端规范：w3c、DOM、json、xhtml、html5等；,5.掌握编程语言如Javascript、Python；,6.熟悉性能测试工具如WebPageTest；,7.熟悉前端框架如Jquery、vue；,8.熟练使用PhotoShop工具；,9.有软件配置管理、缺陷管理工具的使用经验；,10.良好的团队精神和沟通能力；,11.热爱交通事业，有理想有追求。,薪酬福利：,周末双休，每天7小时；五险一金、中高级人才补贴、节假日福利、健康体检、婚育礼金、带薪年假、年度旅游、年会盛典等。",北京瑞尼尔技术有限公司,Web前端软件工程师
北京-海淀区,https://jobs.51job.com/all/co3960270.html,1-2万/月,,北京瑞尼尔技术有限公司,高级视频算法工程师
